userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
563,3.58,3.02,3.72,3.5,3.19,1.75,1.75,3.56,3.0,1.75,1.75,5.0,1.75,3.0,1.75,1.75,1.75,1.75
564,3.3,3.89,1.14,3.5,3.67,3.2,1.14,3.0,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
565,3.12,3.5,1.75,4.0,3.5,4.5,1.75,4.33,1.75,1.75,1.75,1.75,4.5,1.75,1.75,4.0,1.75,1.75
566,3.3,2.9,1.0,1.55,3.7,5.0,1.55,4.08,1.55,1.55,1.55,1.55,4.0,1.55,1.55,4.0,1.55,1.55
567,1.9,2.15,2.46,1.83,2.82,2.25,2.5,2.59,4.0,2.05,1.81,2.05,3.12,4.25,2.9,2.25,2.05,2.05
568,3.0,3.83,1.32,3.5,3.94,5.0,1.32,4.44,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
569,4.09,4.0,4.0,1.06,4.0,3.0,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
570,3.45,3.45,3.0,3.0,3.24,3.55,2.07,3.49,3.5,2.07,3.38,2.07,3.5,2.07,2.07,3.75,2.07,2.07
571,2.7,3.5,1.26,1.26,2.67,4.0,1.26,3.36,3.0,1.0,2.37,1.26,1.26,1.26,1.26,1.26,1.26,1.26
572,3.91,4.21,3.0,5.0,3.95,4.43,3.04,4.26,3.04,3.04,4.0,3.04,5.0,2.0,3.04,5.0,5.0,5.0
573,4.17,4.24,4.44,4.67,4.53,3.92,3.5,3.81,4.0,3.1,4.07,3.1,5.0,3.1,5.0,4.5,3.1,3.1
574,3.62,4.5,4.0,2.0,4.0,5.0,1.77,3.67,1.77,1.77,1.77,1.77,5.0,1.77,1.77,1.77,1.77,1.77
575,3.67,5.0,1.0,1.39,3.35,3.0,1.0,3.0,1.39,1.39,2.0,1.39,1.39,3.0,1.39,1.39,1.39,1.39
576,3.17,3.5,0.79,0.79,3.1,0.79,0.79,3.0,0.79,0.79,1.5,0.79,0.79,0.79,0.79,0.79,0.79,0.79
577,3.56,3.48,1.63,4.0,3.26,4.33,1.63,3.67,1.63,1.63,3.0,1.63,1.63,1.63,1.63,4.0,1.63,1.63
578,3.33,5.0,1.1,3.5,3.88,1.1,1.1,4.11,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
579,3.95,4.11,3.44,3.33,4.16,1.29,1.29,4.15,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
580,3.78,3.41,3.5,2.75,3.22,3.65,2.88,3.28,4.0,2.68,3.77,2.68,3.5,4.5,3.0,3.0,2.68,2.68
581,4.29,4.45,1.71,1.71,4.25,4.5,1.71,4.35,1.71,1.71,1.71,1.71,4.5,1.71,4.5,1.71,1.71,1.71
582,4.08,4.05,4.0,1.98,4.5,4.0,1.98,3.6,1.98,1.98,1.98,1.98,4.0,3.0,4.5,1.98,1.98,1.98
583,3.0,3.39,3.5,3.5,3.31,2.5,1.23,3.0,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23
584,4.28,4.44,5.0,3.33,3.73,4.0,2.33,4.08,2.33,2.33,4.0,2.33,5.0,2.33,2.33,4.0,2.33,2.33
585,4.28,3.75,4.0,5.0,4.35,4.56,4.5,4.17,2.14,2.14,2.14,2.14,4.0,2.14,2.14,2.14,2.14,2.14
586,4.42,4.57,4.5,4.25,4.0,3.81,2.24,3.68,4.0,2.24,2.24,2.24,2.24,2.24,2.5,4.5,2.24,2.24
587,4.12,4.18,4.0,4.0,3.78,4.57,2.27,4.25,2.27,3.0,2.27,2.27,4.0,2.27,2.27,2.27,2.27,5.0
588,2.91,2.75,1.36,1.36,3.88,3.86,1.36,3.15,1.36,1.36,1.36,1.36,3.0,1.36,1.36,5.0,1.36,1.36
589,4.0,4.33,1.83,3.33,4.0,4.5,5.0,3.85,1.83,1.83,1.83,1.83,1.83,1.83,1.83,4.0,1.83,1.83
590,3.28,3.48,4.0,2.96,2.99,3.76,3.75,3.74,3.0,4.12,3.0,4.5,3.7,3.5,3.17,3.25,3.17,4.0
591,3.8,4.2,3.0,1.15,3.38,1.15,1.15,2.81,1.15,1.15,1.5,1.15,1.15,1.15,1.15,2.0,1.15,1.15
592,3.7,3.9,3.0,3.5,3.44,4.5,1.72,3.5,1.72,1.72,2.0,1.72,1.72,1.72,1.72,3.5,1.72,1.72
593,2.96,3.0,3.5,3.33,3.12,3.75,1.32,4.04,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
594,4.38,4.17,4.5,4.25,4.14,3.0,4.5,3.28,2.39,2.39,1.96,2.39,2.39,4.25,2.39,4.5,2.39,2.39
595,4.0,5.0,4.0,1.69,4.0,4.0,1.69,4.33,5.0,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
596,3.39,3.76,3.83,3.88,3.41,3.31,4.25,3.6,3.33,3.22,3.2,4.0,4.25,3.5,3.5,3.75,3.22,3.0
597,3.56,3.84,4.33,4.56,4.1,4.26,5.0,4.23,3.27,3.67,4.6,4.0,4.5,3.27,3.27,3.67,3.27,4.5
598,4.3,3.67,1.18,1.18,4.4,2.83,1.18,5.0,1.18,1.18,1.18,1.18,1.0,1.18,1.18,1.18,1.18,1.18
599,2.74,2.67,2.81,2.1,2.4,2.99,3.13,2.8,2.59,3.5,2.14,2.5,3.04,2.7,2.3,2.54,2.53,2.6
600,2.66,3.38,3.18,2.85,3.05,3.21,3.91,2.85,3.5,4.0,2.62,2.46,4.0,3.5,2.46,1.67,2.46,2.46
601,4.36,4.56,4.75,4.5,4.3,4.67,4.0,4.25,2.47,2.47,2.47,2.47,4.62,2.47,4.5,2.47,2.47,2.47
602,3.57,2.82,4.0,2.0,3.42,3.64,3.0,3.23,1.89,1.89,1.89,1.89,4.0,1.89,1.89,4.33,1.89,1.89
603,3.18,3.32,2.82,3.14,3.38,3.96,3.86,3.69,4.33,4.33,3.11,3.67,3.78,3.6,2.82,3.33,2.82,2.82
604,3.62,3.56,3.0,4.0,3.16,3.75,1.95,3.55,3.0,1.95,3.38,1.95,4.0,1.95,1.95,1.95,1.95,1.95
605,3.22,3.25,2.91,3.22,3.26,3.25,1.58,3.15,3.12,1.58,1.58,3.0,1.58,1.58,1.58,1.58,1.58,1.58
606,3.18,3.76,3.61,3.45,3.68,3.83,3.75,3.79,3.4,4.25,3.28,3.67,3.8,3.5,4.0,3.92,3.27,3.27
607,3.72,3.62,3.67,3.83,3.44,4.33,2.44,3.88,4.67,2.44,4.25,2.44,4.0,2.44,2.44,4.5,2.44,2.44
608,3.33,3.1,2.55,1.92,2.71,3.88,3.12,3.53,3.6,2.55,3.25,2.55,4.1,2.55,3.5,3.36,2.55,4.0
609,3.09,3.17,1.5,1.5,3.4,4.0,3.0,3.33,1.5,1.5,3.0,1.5,1.5,1.5,1.5,4.0,1.5,1.5
610,3.6,3.84,4.0,3.31,3.78,3.92,4.25,3.78,3.46,3.13,3.43,3.13,4.35,3.0,3.88,3.67,3.13,4.0
